"id","customerId","orderId","sequence","marketplaceOrderId","marketplaceServicesEndpoint","sellerOrderId","origin","affiliateId","salesChannel","merchantName","status","workflowIsInError","statusDescription","value","creationDate","lastChange","orderGroup","total_Items_value","totaldiscountvalue","totalfreightvalue","openTextField_value","countryCode","currencyCode","StartsWithCurrencySymbol","currencyLocale","currencySymbol","timeZone","locale","postalCode","city","state","country","neighborhood","marketingData_id","utmSource","utmPartner","utmMedium","utmCampaign","coupon","utmiCampaign","utmiPage","utmiPart","marketingTags","userProfileId","userphone","useremail","sellers_id","sellers_name","spostalCode","item_uniqueId","item_sku","item_productId","item_ean","item_quantity","item_seller","item_name","item_refId","item_price","item_listPrice","item_imageUrl","item_detailUrl","item_type","item_brandName","item_brandId","item_categoriesIds","item_categories","item_productClusterId","item_id","visionCategoryName","brand","collections","item_productName","geoCoordinates","updated"
2703,1,v500871fri-01,500871,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500871fri-01",Marketplace,"","1",,invoiced,false,Faturado,201586.0,2024-05-20 12:33:51.959,2024-05-20 17:30:42.128,v500871fri,2371.6,-355.74,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7630000",,Región Metropolitana,CHL,Vitacura,marketingData,Google,,,,BIENVENIDA,,"",,"","7b3d15a8-2cac-4172-93a3-85ec073626b9",+56999991951,"18130ebfb80b42668cb581f75806cf71@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7630000",F71AAAD0B97E4FD6B76ED51A8DA9DB7F,"449707","72817","32350946251M",1,"1",Blazer Pose Surreal Pose Surreal_Roxo Fada - M,"323509_46251_3",837.2,837.2,https://farmlatam.vteximg.com.br/arquivos/ids/496870-500-750/323509_46251_1-BLAZER-ESTAMPADO-POSE-SURREAL.jpg?v=638458561991030000,/blazer-pose-surreal-pose-surreal_roxo-fada-323509-46251/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","484,621,680,691,749,755,772,799,917,959,1051,1057,1067,1076,1105","449707",Blazers,Farm,"",Blazer Pose Surreal Pose Surreal_Roxo Fada,"(0, 0)",true
2704,1,v500871fri-01,500871,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500871fri-01",Marketplace,"","1",,invoiced,false,Faturado,201586.0,2024-05-20 12:33:51.959,2024-05-20 17:30:42.128,v500871fri,2371.6,-355.74,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7630000",,Región Metropolitana,CHL,Vitacura,marketingData,Google,,,,BIENVENIDA,,"",,"","7b3d15a8-2cac-4172-93a3-85ec073626b9",+56999991951,"18130ebfb80b42668cb581f75806cf71@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7630000","6A718E948B3B4FFE9C3D6A90717BCC9F","458246","79724","32624546664P",1,"1",Cardigan Tricot Onza Pb Est Pied De Tucano_Off White - S,"326245_46664_2",837.2,837.2,https://farmlatam.vteximg.com.br/arquivos/ids/506370-500-750/326245_46664_1-CARDIGAN-TRICOT-ESTAMPADO-ONCA-PB.jpg?v=638481800812470000,/cardigan-tricot-onza-pb-est-pied-de-tucano_off-white-326245-46664/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","250,516,559,677,691,749,755,772,799,869,967,991,1076,1079,1105","458246",Cardigan,Farm,"",Cardigan Tricot Onza Pb Est Pied De Tucano_Off White,"(0, 0)",true
2705,1,v500865fri-01,500865,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500865fri-01",Marketplace,"","1",,invoiced,false,Faturado,53431.0,2024-05-20 02:26:36.138,2024-05-20 17:30:40.759,v500865fri,628.6,-94.29,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","8320000",,Región Metropolitana,CHL,Santiago,marketingData,Google,,,,BIENVENIDA,,"",,"",d5248549-0a4e-41e2-9ff2-6f917a244de7,+56938973247,d4fc67b6ea5845edb923c5229ebcc19a@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"8320000","763C1E3AF6524AB0AB9786333705BBC7","458386","79841","32626846717P",1,"1",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino - S,"326268_46717_2",628.6,628.6,https://farmlatam.vteximg.com.br/arquivos/ids/506444-500-750/326268_46717_1-CARDIGAN-CURTO-TRICOT-ESTAMPADO-PANDORA-FLORAL.jpg?v=638481802461900000,/cardigan-corto-tricot-pandora-floral-est-pandora-floral_rosa-latino-326268-46717/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","250,516,677,691,749,755,772,799,869,917,967,1076,1079,1105","458386",Cardigan,Farm,"",Cardigan Corto Tricot Pandora Floral Est Pandora Floral_Rosa Latino,"(0, 0)",true
2706,1,v500862fri-01,500862,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500862fri-01",Marketplace,"","1",,invoiced,false,Faturado,59262.0,2024-05-20 02:17:11.394,2024-05-20 17:30:40.285,v500862fri,697.2,-104.58,0.0,WG_BOTF_CONV_COLOMBIA_META-ADS_LAL,ARG,BRL,true,1046,R$,Argentina Standard Time,"","05266",Envigado,Antioquia,COL,Alto de las Palmas,marketingData,facebook,,ads,WG_BOTF_CONV_COLOMBIA_META,BIENVENIDA,codigodavendedora,"",,"","8ca0a4d2-a3ed-400c-9eb8-99699b1fc401",+573165286915,d12c820759af48a7b2d3b08f30a9aa6e@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"05266",CEE0F4B121EB42DA8C0F6DC03B41780C,"462117","82808","32722746749M",1,"1",Vestido Cropped Esplendor Tropical Est Esplendor Tropical_Preto @ - M,"327227_46749_3",697.2,697.2,https://farmlatam.vteximg.com.br/arquivos/ids/508831-500-750/327227_46749_1-VESTIDO-CROPPED-ESTAMPADO-ESPLENDOR-TROPICAL.jpg?v=638481895151230000,/vestido-cropped-esplendor-tropical-est-esplendor-tropical_preto---327227-46749/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","772,1076","462117",Vestidos,Farm,"",Vestido Cropped Esplendor Tropical Est Esplendor Tropical_Preto @,"(-75.58736419677734, 6.169610977172852)",true
2707,1,v500858fri-01,500858,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500858fri-01",Marketplace,"","1",,invoiced,false,Faturado,98413.0,2024-05-20 01:58:42.210,2024-05-20 17:30:39.975,v500858fri,1157.8,-173.67,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","Bogotá, D.C.",COL,Chico,marketingData,facebook,,ads,WG_BOTF_CONV_COLOMBIA_META,BIENVENIDA,,"",,"",acb48a85-6513-4f58-bfbe-b9dee18bd3e0,+573143237152,d2f3fc76c82c46da955335c4c0c0bd5f@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"11001","1DB6E089C34944F0BC8F2B7E87BDA708","463801","83733","32775846730M",1,"1",Blazer Grafico Coral Est Grafico Coral_Preto - M,"327758_46730_3",837.2,837.2,https://farmlatam.vteximg.com.br/arquivos/ids/521560-500-750/327758_46730_1-BLAZER-ESTAMPADO-GRAFICO-CORAL.jpg?v=638490584261770000,/blazer-grafico-coral-est-grafico-coral_preto-327758-46730/p,"",Farm,"2000000",/1/9/,"Abrigo,Moda Feminina","267,268,516,680,749,772,799,869,877,917,949,967,970,1076,1079,1081,1105","463801",Blazers,Farm,"",Blazer Grafico Coral Est Grafico Coral_Preto,"(-74.07209014892578, 4.710988521575928)",true
2708,1,v500858fri-01,500858,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500858fri-01",Marketplace,"","1",,invoiced,false,Faturado,98413.0,2024-05-20 01:58:42.210,2024-05-20 17:30:39.975,v500858fri,1157.8,-173.67,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","11001","Bogotá, D.c.","Bogotá, D.C.",COL,Chico,marketingData,facebook,,ads,WG_BOTF_CONV_COLOMBIA_META,BIENVENIDA,,"",,"",acb48a85-6513-4f58-bfbe-b9dee18bd3e0,+573143237152,d2f3fc76c82c46da955335c4c0c0bd5f@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"11001","0297BAF92FFA4C9791BBFFBB6ABCDD97","448375","71923","32310146230GG",1,"1",Musculosa Punta Bella Est Bella_Off White - XL,"323101_46230_5",320.6,320.6,https://farmlatam.vteximg.com.br/arquivos/ids/490236-500-750/323101_46230_1-REGATA-PONTA-ESTAMPADA-BELLA.jpg?v=638443854880830000,/musculosa-punta-bella-est-bella_off-white-323101-46230/p,"",Farm,"2000000",/1/6/,"Blusa,Moda Feminina","559,772,791,909,948,959,970,1051,1053,1065,1076,1081,1105","448375",Blusa,Farm,"",Regata Ponta Estampada Bella Est Bella_Off White,"(-74.07209014892578, 4.710988521575928)",true
2709,1,v500855fri-01,500855,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500855fri-01",Marketplace,"","1",,invoiced,false,Faturado,23681.0,2024-05-19 19:42:30.734,2024-05-20 16:45:36.027,v500855fri,278.6,-41.79,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","1240000",,Región de Antofagasta (II),CHL,Antofagasta,marketingData,facebook,,ads,WG_GROWTH_CONV,Bienvenida,,"",,"","5636763d-b7d4-4883-b2c9-3b713af8d0f6",+56995337488,f09e52fef4584ffc9dc2757d3c49965c@ct.vtex.com.br,"1",GRUPO DE MODA SOMA - BR,"1240000","159EDB352A6E4CCF9C57C58E08FDAD2C","40005","71662","32301343451P",1,"1",Blazer Calor Floral Calor Floral_Verde Cha - S,"323013_43451_2",278.6,557.2,https://farmlatam.vteximg.com.br/arquivos/ids/214563-500-750/323013_43451_1-BLAZER-ESTAMPADO-CALOR-FLORAL.jpg?v=638382185024800000,/blazer-calor-floral-calor-floral_verde-cha-323013-43451/p,"",Farm,"2000000",/2/381/,"Casaco,bazar farm","267,419,892,959,972,1010,1029,1031,1039,1063,1076","40005",Blazers,Farm,"",Blazer Calor Floral,"(0, 0)",true
2710,1,v500853fri-01,500853,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500853fri-01",Marketplace,"","1",,invoiced,false,Faturado,100793.0,2024-05-19 19:00:34.707,2024-05-20 16:45:35.726,v500853fri,1185.8,-177.87,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7500000",,Región Metropolitana,CHL,Providencia,marketingData,Google,,,,BIENVENIDA,,"",,"","2a7ceb57-29ab-4c4d-8c25-55f9b1c77640",+56992185528,"4747f73792574470af561b40b1e971fe@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7500000",CD70AE47E4CD4709A368EAC5A1F210EB,"462119","82808","32722746749GG",1,"1",Vestido Cropped Esplendor Tropical Est Esplendor Tropical_Preto @ - XL,"327227_46749_5",697.2,697.2,https://farmlatam.vteximg.com.br/arquivos/ids/508836-500-750/327227_46749_1-VESTIDO-CROPPED-ESTAMPADO-ESPLENDOR-TROPICAL.jpg?v=638481895179700000,/vestido-cropped-esplendor-tropical-est-esplendor-tropical_preto---327227-46749/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","772,1076","462119",Vestidos,Farm,"",Vestido Cropped Esplendor Tropical Est Esplendor Tropical_Preto @,"(0, 0)",true
2711,1,v500853fri-01,500853,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500853fri-01",Marketplace,"","1",,invoiced,false,Faturado,100793.0,2024-05-19 19:00:34.707,2024-05-20 16:45:35.726,v500853fri,1185.8,-177.87,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7500000",,Región Metropolitana,CHL,Providencia,marketingData,Google,,,,BIENVENIDA,,"",,"","2a7ceb57-29ab-4c4d-8c25-55f9b1c77640",+56992185528,"4747f73792574470af561b40b1e971fe@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7500000","40B2B0C602AD4790B32257B880624F8F","473996","90359","33224547088GG",1,"1",Body Jardín Encantado Jardim Encantado_Off White - XL,"332245_47088_5",488.6,488.6,https://farmlatam.vteximg.com.br/arquivos/ids/510159-500-750/332245_47088_1-BODY-ESTAMPADO-JARDIM-ENCANTADO.jpg?v=638481949138330000,/body-jardin-encantado-jardim-encantado_off-white-332245-47088/p,"",Farm,"2000000",/1/7/,"Body,Moda Feminina","204,278,426,516,588,772,798,869,917,949,967,970,974,1076,1079,1081,1105","473996",Body,Farm,"",Body Jardín Encantado Jardim Encantado_Off White,"(0, 0)",true
2712,1,v500851fri-01,500851,"",http://oms.vtexinternal.com.br/api/oms?an=farmlatam,"00-v500851fri-01",Marketplace,"","1",,invoiced,false,Faturado,134232.0,2024-05-18 18:31:09.256,2024-05-20 16:45:33.780,v500851fri,1579.2,-236.88,0.0,,ARG,BRL,true,1046,R$,Argentina Standard Time,"","7550000",,Región Metropolitana,CHL,Las Condes,marketingData,,,,,BIENVENIDA,,"",,"","3b23a876-8546-4393-8510-b6cef838aeed",+56999497518,"54321c88bc5b4e82875194d1a0ba7187@ct.vtex.com.br","1",GRUPO DE MODA SOMA - BR,"7550000","77CC8F7EA46C4ECBADBACDFD37002112","451401","73943","32384546270GG",1,"1",Vestido Corto Palmeiras Palmeiras_Marrom Tatu - XL,"323845_46270_5",670.6,670.6,https://farmlatam.vteximg.com.br/arquivos/ids/485977-500-750/323845_46270_1-VESTIDO-CURTO-ESTAMPADO-PALMEIRAS.jpg?v=638440364148630000,/vestido-corto-palmeiras-palmeiras_marrom-tatu-323845-46270/p,"",Farm,"2000000",/1/13/,"Vestido,Moda Feminina","262,267,268,559,621,772,786,859,877,948,952,959,970,1051,1053,1067,1076,1081","451401",Vestidos,Farm,"",Vestido Corto Palmeiras Palmeiras_Marrom Tatu,"(0, 0)",true
